"Ramsar Site No.","Site name","Region","Country","Territory","Designation date","Last publication date","Area (ha)","Latitude","Longitude","Annotated summary","Criterion1","Criterion2","Criterion3","Criterion4","Criterion5","Criterion6","Criterion7","Criterion8","Criterion9","Wetland Type","Maximum elevation","Minimum elevation","Montreux listed","Management plan implemented","Management plan available","Ecosystem services","Threats","large administrative region","Global international legal designations","Regional international legal designations","National conservation designation","Does the wetland extend onto the territory of one or more other countries?","Ramsar Advisory Mission?"
"1206","Bhoj Wetland","Asia","India","","2002-08-19","2002-08-19","3201","23.233333333333","77.333333333333","Bhoj Wetland. 19/08/02. Madhya Pradesh. 3,201 ha. 23°14'N 077°20'E. Two contiguous human-made reservoirs - the ""Upper Lake"" was created in the 11th century by construction of an earthen dam across the Kolans River, and the lower was constructed nearly 200 years ago, largely from leakage from the Upper, and is surrounded by the city of Bhopal. The lakes are very rich in biodiversity, particularly for macrophytes, phytoplankton, zooplankton, both natural and cultured fish species, both resident and migratory birds, insects, and reptiles and amphibians. Since implementation of a management action plan was begun in 1995 with financial support from the government of Japan, a number of bird species have been sighted which had rarely or never before been seen in the region. WWF-India has been of great assistance in preparing the site's designation. A photo essay is available at http://ramsar.org/photo_essay_india_bhoj.htm. Ramsar site no. 1206. Most recent RIS information: 2002.","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Inland wetlands, O: Permanent freshwater lakes, Human-made wetlands, 6: Water storage areas/Reservoirs","523","523","No","Yes","Yes","Provisioning Services, Fresh water, Food for humans, Genetic materials, Regulating Services, Hazard reduction, Cultural Services, Spiritual and inspirational, Recreation and tourism, Scientific and educational","Biological resource use, Unspecified, Fishing and harvesting aquatic resources, Pollution, Household sewage, urban waste water, Garbage and solid waste, Unspecified, Human settlements (non agricultural), Housing and urban areas, Invasive and other problematic species and genes, Problematic native species, Natural system modifications, Dams and water management/use, Vegetation clearance/ land conversion, Unspecified/others, Agriculture & aquaculture, Marine and freshwater aquaculture, Annual and perennial non-timber crops, Livestock farming and ranching, Human intrusions & disturbance, Recreational and tourism activities","Madhya Pradesh","","","","No","No"
"1569","Chandertal Wetland","Asia","India","","2005-11-08","2005-11-08","49","32.4833333333","77.6","Chandertal Wetland. 08/11/05; Himachal Pradesh, 49 ha; 32°29'N 077°36'E. A high altitude lake on the upper Chandra valley flowing to the Chandra river of the Western Himalayas (4,337m asl.) near the Kunzam pass joining the Himalayan and Pir Panchal ranges. It supports CITES and IUCN Redlisted Snow Leopard and is a refuge for many species like Snow Cock, Chukor, Black Ring Stilt, Kestrel, Golden Eagle, Chough, Red Fox, Himalayan Ibex, and Blue Sheep. These species, over the years, have developed special physiological features as adaption strategies to cold arid climate, intense radiation, and oxygen deficiency. Some 65% of the larger catchment is degraded forest due to overgrazing by the nomadic herdsmen, while 35% are covered by grasslands. Other threatening factors to this fragile and sparse vegetation are summer trekking, littering waste, and lack of sanitation facilities. Since declaring the site a nationally important wetland in 1994, the authorities have been providing funds for ecotourism facilities. Spiti Forest Department is the custodian and State Council of Science, Technology and Environment is coordinating conservation management. Ramsar site no. 1569. Most recent RIS information: 2005.","No","Yes","Yes","No","No","No","No","No","No","Inland wetlands, M: Permanent rivers/ streams/ creeks, N: Seasonal/ intermittent/ irregular rivers/ streams/ creeks, O: Permanent freshwater lakes, W: Shrub-dominated wetlands, Sp: Permanent saline/ brackish/ alkaline marshes/ pools, Vt: Tundra wetlands","4337","4337","No","No","No","Regulating Services, Erosion protection, Hazard reduction, Provisioning Services, Wetland non-food products, Fresh water, Cultural Services, Scientific and educational, Recreation and tourism","Human settlements (non agricultural), Tourism and recreation areas, Human intrusions & disturbance, Recreational and tourism activities, Pollution, Garbage and solid waste, Household sewage, urban waste water, Agriculture & aquaculture, Livestock farming and ranching, Transportation and service corridors, Roads and railroads","Himachal Pradesh State","","","","No","No"
"229","Chilika Lake","Asia","India","","1981-10-01","1981-10-01","116500","19.7","85.35","Chilika Lake. 01/10/81; Orissa; 116,500 ha; 19°42'N 085°21'E. Added to the Montreux Record, 16 June 1993; removed from the Record, 11 November 2002. Brackish lake separated from the Bay of Bengal by a long sandy ridge and subject to sea water exchange, resulting in extreme seasonal fluctuations in salinity in different sections of the lake. Saline areas support aquatic algae. The site is an important area for breeding, wintering and staging for 33 species of waterbirds. It also supports 118 species of fish, including commercially important species. Significant numbers of people are dependent upon the lake's resources. Placed on the Montreux Record in 1993 due to problems caused by siltation and sedimentation which was choking the mouth of the lake; removed from the Record in 2002 following rehabilitation efforts for which the Chilika Development Authority received the Ramsar Wetland Conservation Award for 2002. Subject of a Ramsar Advisory Mission, 2001. Ramsar site no. 229.","No","Yes","No","No","No","No","No","No","No","Marine or coastal wetlands, K: Coastal freshwater lagoons, J: Coastal brackish / saline lagoons, E: Sand, shingle or pebble shores, Inland wetlands, M: Permanent rivers/ streams/ creeks","","","No","No","No","Cultural Services, Recreation and tourism, Scientific and educational, Provisioning Services, Food for humans","Natural system modifications, Unspecified/others","Orissa State","","","","No","Yes"
"2491","Chitrangudi Bird Sanctuary","Asia","India","","2021-11-08","2022-10-31","260.47","9.3411975129812","78.477983973895","<p>This Site, locally known as &ldquo;Chitrangudi Kanmoli&rdquo;, is located in the village of Chitrangudi, adjacent to Kanjirankulam Bird Sanctuary in Ramanathapuram district. The wetland has been a protected area since 1989 and is also classed as an Important Bird and Biodiversity Area (IBA). There are 50 bird species found, including four near-threatened species. The Sanctuary is an important breeding ground for wintering birds such as spot-billed pelican (<em>Pelecanus philippensis</em>), painted stork (<em>Mycteria leucocephala</em>), little egret (<em>Egretta garzetta</em>)&nbsp;and grey heron (<em>Ardea cinerea</em>). It is also rich in medicinal plants such as holy basil<em> </em>(<em>Ocimum sanctum</em>) and flame lily (<em>Gloriosa superba</em>), the State flower of Tamil Nadu. Due to its rich biodiversity, the sanctuary is frequently visited by nature enthusiasts and birdwatchers. Despite being a hotspot for birds, the wetland water occasionally dries as its major sources are rainfall and run-off water. However, this feature also makes the wetland a buffering area during heavy rainfall and a sink for sediments and nutrients during flooding. The regional forest department undertakes regulation activities during the summer season to maintain the water level of the lake.</p>","No","No","Yes","Yes","No","Yes","No","No","No","Human-made wetlands, 2: Ponds","36","33","No","Yes","Yes","Provisioning Services, Food for humans, Fresh water, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Biological control of pests and disease, Hazard reduction, Cultural Services, Recreation and tourism, Supporting Services, Biodiversity, Soil formation, Nutrient cycling, Pollination","Pollution, Agricultural and forestry effluents, Household sewage, urban waste water, Climate change & severe weather, Temperature extremes, Droughts, Habitat shifting and alteration, Storms and flooding, Invasive and other problematic species and genes, Invasive non-native/ alien species, Natural system modifications, Vegetation clearance/ land conversion, Human intrusions & disturbance, Recreational and tourism activities, Biological resource use, Fishing and harvesting aquatic resources, Agriculture & aquaculture, Livestock farming and ranching, Water regulation, Water releases, Salinisation, Water abstraction, Drainage, Human settlements (non agricultural), Housing and urban areas","Ramanathapuram","","Overlapping site categories, Regional international legal and other formal designations, Other international designation","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"1207","Deepor Beel","Asia","India","","2002-08-19","2002-08-19","4000","26.133333333333","91.65","Deepor Beel. 19/08/02. Assam. 4,000 ha. 26°08'N 091°39'E. Sanctuary. A permanent freshwater lake in a former channel of the Brahmaputra river, of great biological importance and also essential as the only major storm water storage basin for the city of Guwahati. The beel is a staging site on migratory flyways and some of the largest concentrations of aquatic birds in Assam can be seen, especially in winter. Some globally threatened birds are supported, including Spotbilled Pelican (Pelicanus philippensis), Lesser and Greater Adjutant Stork (Leptoptilos javanicus and dubius), and Baer's Pochard (Aythya baeri). The 50 fish species present provide livelihoods for a number of surrounding villages, and nymphaea nuts and flowers, as well as ornamental fish, medicinal plants, and seeds of the Giant water lily Euryale ferox provide major revenue sources in local markets; orchids of commercial value are found in the neighboring forest. Potential threats include over-fishing and hunting pressure upon waterbirds, pollution from pesticides and fertilizers, and infestation by water hyacinth Eichhornia crassipes. A proposal to create a sewage canal from the city directly to the beel is considered to be disastrous in its potential effects. Ramsar site no. 1207. Most recent RIS information: 2002.","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Inland wetlands, Ts: Seasonal/ intermittent freshwater marshes/ pools on inorganic soils, O: Permanent freshwater lakes","53","53","No","No","No","Provisioning Services, Fresh water, Wetland non-food products, Food for humans, Genetic materials, Regulating Services, Hazard reduction, Cultural Services, Spiritual and inspirational, Recreation and tourism","Agriculture & aquaculture, Annual and perennial non-timber crops, Transportation and service corridors, Roads and railroads, Natural system modifications, Vegetation clearance/ land conversion, Unspecified/others, Pollution, Household sewage, urban waste water, Agricultural and forestry effluents, Biological resource use, Fishing and harvesting aquatic resources, Logging and wood harvesting, Hunting and collecting terrestrial animals, Invasive and other problematic species and genes, Problematic native species, Human settlements (non agricultural), Housing and urban areas, Commercial and industrial areas","Assam","","","","No","No"
"1208","East Calcutta Wetlands","Asia","India","","2002-08-19","2002-08-19","12500","22.45","88.45","East Calcutta Wetlands. 19/08/02. West Bengal. 12,500 ha. 22°27'N 088°27'E. World-renowned as a model of a multiple use wetland, the site's resource recovery systems, developed by local people through the ages, have saved the city of Calcutta from the costs of constructing and maintaining waste water treatment plants. The wetland forms an urban facility for treating the city's waste water and utilizing the treated water for pisciculture and agriculture, through the recovery of nutrients in an efficient manner - the water flows through fish ponds covering about 4,000 ha, and the ponds act as solar reactors and complete most of their bio-chemical reactions with the help of solar energy. Thus the system is described as ""one of the rare examples of environmental protection and development management where a complex ecological process has been adopted by the local farmers for mastering the resource recovery activities"" (RIS). The wetland provides about 150 tons of fresh vegetables daily, as well as some 10,500 tons of table fish per year, the latter providing livelihoods for about 50,000 people directly and as many again indirectly. The fish ponds are mostly operated by worker cooperatives, in some cases in legal associations and in others in cooperative groups whose tenurial rights are under legal challenge. A potential threat is seen in recent unauthorized use of the waste water outfall channels by industries which add metals to the canal sludge and threaten the edible quality of the fish and vegetables. Ramsar site no. 1208. Most recent RIS information: 2002.","Yes","No","No","No","No","No","No","No","No","Human-made wetlands, 1: Aquaculture ponds, 8: Wastewater treatment areas, Marine or coastal wetlands, G: Intertidal mud, sand or salt flats","2","2","No","No","No","Regulating Services, Pollution control and detoxification, Erosion protection, Hazard reduction, Provisioning Services, Fresh water, Food for humans, Supporting Services, Nutrient cycling, Cultural Services, Recreation and tourism, Scientific and educational","Human settlements (non agricultural), Housing and urban areas, Commercial and industrial areas, Pollution, Industrial and military effluents, Natural system modifications, Vegetation clearance/ land conversion","West Bengal","","","","No","No"
"2579","Gogabil Lake","Asia","India","","2025-05-13","2025-10-30","86.63","25.374645835803","87.6931560003","<p>Gogabil Lake is an oxbow wetland situated between the Rivers Ganga (Ganges) and Mahananda. During floods, the lake joins the two Rivers. The Lake, which makes up most of the &nbsp;Site, is Bihar&rsquo;s first &ldquo;Community Reserve&rdquo; and is conserved and managed by the local community. The wetland is an important wintering ground for several bird species migrating along the Central Asian flyway, including the vulnerable common pchard <em>Aythya ferina</em>, and is identified as an Important Bird and Biodiversity Area (IBA). In addition, the vulnerable catfish <em>Wallago attu</em> breeds in the Site. The wetland is used for fishing and cattle wading, and its waters are abstracted for irrigation. The extensive use of fertilizers and pesticides in the catchment area poses a threat to the Site.</p>","No","Yes","Yes","No","No","No","No","Yes","No","Inland wetlands, N: Seasonal/ intermittent/ irregular rivers/ streams/ creeks","22","17","No","No","No","Provisioning Services, Food for humans, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Cultural Services, Recreation and tourism, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Energy production and mining, Renewable energy, Mining and quarrying, Human settlements (non agricultural), Tourism and recreation areas, Water regulation, Water abstraction, Drainage, Agriculture & aquaculture, Livestock farming and ranching, Transportation and service corridors, Roads and railroads, Biological resource use, Fishing and harvesting aquatic resources, Human intrusions & disturbance, Recreational and tourism activities, Natural system modifications, Vegetation clearance/ land conversion, Pollution, Agricultural and forestry effluents, Climate change & severe weather, Temperature extremes, Invasive and other problematic species and genes, Invasive non-native/ alien species","Amdabad block","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
"2576","Gokul Jalashay","Asia","India","","2025-05-13","2025-09-26","448","25.641562778907","84.288545030893","<p>The Site is an oxbow lake located on the southern edge of the Ganga (Ganges) River. The flood pulses of the Ganges influence land use and land cover in the wetland, exposing marshes and agricultural areas during the dry months and increasing inundation after monsoons. During flooding events, the wetland acts as a buffer for nearby villages. In total, over 50 bird species are found in the Site and its surroundings; in the pre-monsoon season, exposed marshland and shrubs provide food and breeding habitats. Local communities rely on the wetland for fishing, farming and irrigation. Each year, during a traditional festival, villagers work together to remove weeds and clean the catchment area.</p>","No","Yes","Yes","No","No","No","No","No","No","Inland wetlands, N: Seasonal/ intermittent/ irregular rivers/ streams/ creeks","36","25","No","Yes","Yes","Provisioning Services, Food for humans, Fresh water, Wetland non-food products, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Pollution control and detoxification, Cultural Services, Recreation and tourism, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Agriculture & aquaculture, Livestock farming and ranching, Human settlements (non agricultural), Tourism and recreation areas, Transportation and service corridors, Roads and railroads, Biological resource use, Fishing and harvesting aquatic resources, Invasive and other problematic species and genes, Invasive non-native/ alien species, Pollution, Garbage and solid waste, Agricultural and forestry effluents, Climate change & severe weather, Temperature extremes, Water regulation, Drainage, Water abstraction","Gokul Jalashay is located at 25.625899 N,  and 84.290909o E in Buxar district in the state of Bihar","","","","No","No"
"2472","Gulf of Mannar Marine Biosphere Reserve","Asia","India","","2022-04-08","2022-08-03","52671.876","9.1158791509973","78.786914871012","<p>Located at the south-eastern tip of India, the Gulf of Mannar Marine Biosphere Reserve is the first Marine Biosphere Reserve in South and South-East Asia. The Gulf is where the southward extension of the Bay of Bengal meets the Indian Ocean, and is one of the most biologically diverse regions in India. The Site supports 117 species of coral, over 450 of fish including four seahorses, 160 birds, 641 species of crustacean including 38 crabs and two lobsters, four sea turtles, and 11 mangroves. Globally threatened species include the dugong (<em>Dugong dugon</em>), whale shark (<em>Rhincodon typus</em>), green sea turtle (<em>Chelonia mydas</em>), hawksbill turtle (<em>Eretmochelys imbricata</em>) and Indo-Pacific humpback dolphin (<em>Sousa chinensis</em>). The local communities are mainly Marakeyars, with fishing their main livelihood. Although classified as a Marine National Park and recognized as a World Heritage Site, habitat destruction, over-harvesting of marine resources and localized land-based sources of marine pollution have been identified as threats to the ecological integrity of the Site.</p>","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Marine or coastal wetlands, A: Permanent shallow marine waters","2","1","No","No","Yes","Provisioning Services, Food for humans, Biochemical products, Regulating Services, Maintenance of hydrological regimes, Erosion protection, Climate regulation, Hazard reduction, Pollution control and detoxification, Cultural Services, Recreation and tourism, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Nutrient cycling","Pollution, Household sewage, urban waste water, Industrial and military effluents, Agricultural and forestry effluents, Transportation and service corridors, Shipping lanes, Human settlements (non agricultural), Commercial and industrial areas, Unspecified development, Water regulation, Drainage, Water abstraction, Water releases, Agriculture & aquaculture, Marine and freshwater aquaculture, Energy production and mining, Mining and quarrying, Geological events, Earthquakes/tsunamis, Climate change & severe weather, Droughts, Temperature extremes, Storms and flooding, Natural system modifications, Unspecified/others, Vegetation clearance/ land conversion, Invasive and other problematic species and genes, Invasive non-native/ alien species, Biological resource use, Fishing and harvesting aquatic resources, Logging and wood harvesting, Human intrusions & disturbance, Recreational and tourism activities, Unspecified/others","Gulf of Mannar Biosphere Reserve (GoMBR), extends between Toothukudi & Ramanathapuram districts; joint declaration of Government of India & Government of Tamil Nadu.","Overlapping site categories, Global international legal and other formal, UNESCO Biosphere Reserve","","Overlapping site categories, Non-statutory designations, Important Bird Area, Other non-statutory designation","No","No"
"2463","Haiderpur Wetland","Asia","India","","2021-04-13","2021-12-08","6908","29.416604065522","78.016437648056","<p>This human-made wetland&nbsp;was formed in 1984 by the construction of the Madhya Ganga Barrage on a floodplain of the River Ganga. It is located within the boundaries of Hastinapur Wildlife Sanctuary. Haiderpur Wetland provides habitat for numerous animal and plant species, including more than 30 species of plants, over 300 species of birds including 102 waterbirds, more than 40 fish and more than ten mammal species. This diverse habitat supports more than 15 globally threatened species, such as the critically endangered gharial (<em>Gavialis gangeticus</em>) and the endangered hog deer (<em>Axis porcinus</em><em>),</em> black-bellied tern (<em>Sterna acuticauda</em>)<em>, </em>steppe eagle (<em>Aquila nipalensis</em><em>),</em> Indian skimmer (<em>Rynchops albicollis</em>) and gold mahseer (<em>Tor putitora</em>). The Site supports more than 25,000 waterbirds, serves as a breeding site for the near-threatened Indian grassbird (<em>Graminicola bengalensis</em>) and provides refuge to the northern subspecies population of the vulnerable swamp deer (<em>Rucervus duvaucelii</em>) during its seasonal flood-driven migration. The Site also regularly supports more than 1% of the population of greylag goose (<em>Anser anser</em>)<em> </em>and bar-headed goose <em>(Anser indicus</em>). Haiderpur Wetland also helps to support the livelihoods of the local communities, and contributes to the maintenance of hydrological regimes and to hazard reduction. It is used for recreation and tourism, and scientific and educational activities are also associated with the Site.</p>","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Inland wetlands, Ts: Seasonal/ intermittent freshwater marshes/ pools on inorganic soils, M: Permanent rivers/ streams/ creeks, Human-made wetlands, 6: Water storage areas/Reservoirs","236","217","No","No","In preparation","Regulating Services, Maintenance of hydrological regimes, Erosion protection, Pollution control and detoxification, Climate regulation, Hazard reduction, Provisioning Services, Food for humans, Fresh water, Wetland non-food products, Cultural Services, Recreation and tourism, Spiritual and inspirational, Scientific and educational, Supporting Services, Biodiversity, Soil formation, Pollination, Nutrient cycling","Human settlements (non agricultural), Housing and urban areas, Water regulation, Water releases, Canalisation and river regulation, Agriculture & aquaculture, Annual and perennial non-timber crops, Marine and freshwater aquaculture, Biological resource use, Fishing and harvesting aquatic resources, Pollution, Agricultural and forestry effluents, Invasive and other problematic species and genes, Invasive non-native/ alien species","Uttar Pradesh","","","Overlapping site categories, Non-statutory designations, Important Bird Area","No","No"
